,Unnamed: 0,Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id,place_name
79182,3350938,Value,,1,0.98181576,1.2%,1.3%,Lemon Grove,14.0,-22.2%,7.7%,35.0,-10.3%,-23.9%,21.0,-29.0,-4.0,293.600005819,-0.039601759,0.071382477,449050.0,-0.001889309,0.125438596,293.99032087,-0.061671725,0.13610926199999998,$440K,9.9%,4.3%,2.5,0.3,-1.0,32.0,39.1%,-3.0%,2/1/2017,30,2/28/2017,,,,All Residential,"Lemon Grove, CA",place,0.071428571,-0.20634921,-0.23626374,California,CA,10476.0,Lemon Grove
79183,3350939,Value,,1,0.998477854,0.3%,0.6%,Lincoln,60.0,-6.3%,-18.9%,97.0,-6.7%,-23.6%,12.0,-10.0,-9.0,202.640934485,-0.045435132,0.049300933,434800.0,0.08836181300000001,0.114871795,211.595457807,0.047682744000000006,0.124054691,$404K,6.1%,6.6%,1.6,0.0,-0.1,81.0,1.3%,-31.9%,2/1/2017,30,2/28/2017,0.020618557,0.011003172,-0.003003491,All Residential,"Lincoln, CA",place,0.4166666670000001,0.119791667,0.105855856,California,CA,10571.0,Lincoln
79184,3350940,Value,,1,1.015818921,2.4%,1.0%,Livermore,65.0,3.2%,-12.2%,65.0,4.8%,-19.8%,11.0,-22.0,-2.0,425.90051458,0.010070287,0.065461121,699500.0,0.021913806,0.021167883,430.501930502,0.039518662,0.075486073,$680K,-4.2%,3.1%,1.0,0.0,-0.1,97.0,31.1%,-5.8%,2/1/2017,30,2/28/2017,0.015384615,-0.0007444169999999999,,All Residential,"Livermore, CA",place,0.538461538,0.094017094,-0.002079002,California,CA,10683.0,Livermore
79185,3350941,Value,,1,0.981163669,-1.0%,-0.8%,Lompoc,33.0,120.0%,106.3%,64.0,-9.9%,-17.9%,39.0,-3.0,12.0,225.38209607,0.026421769,0.12158748,340000.0,-0.005847953,0.064162754,207.20338983099998,-0.035675424,0.095792359,$314K,-1.9%,6.3%,1.9,-2.8,-3.0,37.0,-2.6%,-15.9%,2/1/2017,30,2/28/2017,,,,All Residential,"Lompoc, CA",place,0.181818182,-0.28484848,-0.13068182,California,CA,10824.0,Lompoc
79186,3350942,Value,,1,0.989213173,0.7%,0.3%,Long Beach,213.0,-18.4%,-17.1%,666.0,-4.2%,-14.3%,51.0,-4.0,3.0,390.070921986,0.016942737,0.034223784,499900.0,0.00989899,-0.046901811,380.80808080800006,0.032533911,0.065286195,$499K,6.2%,2.0%,3.1,0.4,0.1,302.0,-9.9%,-21.1%,2/1/2017,30,2/28/2017,0.007507508,-0.001125586,-0.002788503,All Residential,"Long Beach, CA",place,0.31924882600000004,0.020398252,0.015746881,California,CA,10940.0,Long Beach
79187,3350943,Value,,1,1.077029044,3.4%,-2.4%,Los Altos,23.0,21.1%,53.3%,29.0,16.0%,38.1%,11.0,-12.0,2.0,1155.740136279,0.105940424,0.15541891900000002,2722500.0,0.11509318,0.183695652,1228.260869565,0.103899457,-0.015501672,"$2,500K",-15.3%,-3.8%,1.3,0.0,-0.1,26.0,0.0%,-16.1%,2/1/2017,30,2/28/2017,,,,All Residential,"Los Altos, CA",place,0.826086957,0.405034325,0.026086957,California,CA,11018.0,Los Altos
79188,3350944,Value,,1,0.99382926,0.1%,0.1%,Los Angeles,1762.0,-6.7%,-1.0%,5614.0,-2.6%,-3.5%,59.0,7.0,17.0,427.788369876,-0.003456807,0.09410448,675000.0,0.030927835,0.097560976,396.19164619199995,0.002774718,0.080648299,$618K,0.5%,5.6%,3.2,0.1,-0.1,2651.0,0.8%,-12.0%,2/1/2017,30,2/28/2017,0.015675098000000002,0.00387364,-0.000991569,All Residential,"Los Angeles, CA",place,0.355278093,0.014706059,0.007891921,California,CA,11203.0,Los Angeles
79189,3350945,Value,,1,0.98320363,-0.3%,0.2%,Los Banos,32.0,10.3%,14.3%,78.0,-15.2%,-8.2%,25.0,-22.0,-50.0,155.138978668,-0.093388571,0.044161726,320000.0,0.143265452,0.20754717,161.1666689,0.043907617,0.111738205,$287K,4.4%,4.4%,2.4,-0.8,-0.6,33.0,-26.7%,-36.5%,2/1/2017,30,2/28/2017,0.064102564,0.053232999,0.052337858,All Residential,"Los Banos, CA",place,0.15625,-0.15409483,-0.20089286,California,CA,11209.0,Los Banos
79190,3350946,Value,,1,0.996688692,1.1%,-0.3%,Los Gatos,31.0,-3.1%,-20.5%,117.0,24.5%,17.0%,27.0,-15.0,-6.0,854.294064748,0.091177965,0.14284390800000002,1899950.0,0.000500263,0.271720214,809.604519774,0.088602744,0.14384125,"$1,900K",19.1%,31.7%,3.8,0.9,1.2,62.0,67.6%,-16.2%,2/1/2017,30,2/28/2017,,,,All Residential,"Los Gatos, CA",place,0.419354839,0.16935483899999998,0.086021505,California,CA,11234.0,Los Gatos
79191,3350947,Value,,1,0.968145834,-0.3%,-5.5%,Lynwood,11.0,-50.0%,-26.7%,48.0,-2.0%,11.6%,35.0,-31.0,4.0,340.817963111,0.099225171,0.26535895,379990.0,-2.631578947e-05,0.125897964,280.104712042,-0.038018252,0.096765561,$375K,-5.7%,2.2%,4.4,2.2,1.5,23.0,-14.8%,4.5%,2/1/2017,30,2/28/2017,,,,All Residential,"Lynwood, CA",place,0.363636364,0.13636363599999998,-0.36969697,California,CA,11368.0,Lynwood
79192,3350948,Value,,1,0.999848856,0.8%,0.0%,Madera,49.0,-5.8%,-2.0%,149.0,-9.1%,-28.0%,37.0,-14.0,-13.0,142.310821806,0.113736866,0.119329348,229450.0,0.108454106,0.042954546,123.770965876,0.01386855,0.106913873,$200K,-2.4%,1.3%,3.0,-0.2,-1.1,82.0,6.5%,-9.9%,2/1/2017,30,2/28/2017,0.013422819,-0.035357669,-0.010731771,All Residential,"Madera, CA",place,0.12244898,-0.012166405,-0.13755102,California,CA,11466.0,Madera
79193,3350949,Value,,1,0.943932782,1.0%,0.3%,Malibu,18.0,-5.3%,5.9%,202.0,-4.3%,0.5%,132.0,0.0,18.0,992.084432718,-0.23966649,-0.098393668,3295000.0,-0.25096613,-0.05830237200000001,1107.319712871,0.307000317,0.390587546,"$2,660K",18.2%,48.2%,11.2,0.1,-0.6,41.0,0.0%,-30.5%,2/1/2017,30,2/28/2017,0.01980198,-0.008634039,-0.005073642,All Residential,"Malibu, CA",place,0.0,-0.052631579000000005,-0.05882352900000001,California,CA,11532.0,Malibu
79194,3350950,Value,,1,0.967420886,-0.3%,-1.6%,Manhattan Beach,19.0,-29.6%,-13.6%,122.0,32.6%,29.8%,35.0,-40.0,-14.0,1061.930783242,-0.000922421,-0.006284481999999999,2399000.0,-0.1353397,0.001879307,1043.795620438,0.103654867,-0.06353204900000001,"$1,530K",-46.8%,-17.4%,6.4,3.0,2.1,59.0,47.5%,-4.8%,2/1/2017,30,2/28/2017,,,,All Residential,"Manhattan Beach, CA",place,0.105263158,0.031189084,-0.12200957,California,CA,11576.0,Manhattan Beach
79195,3350951,Value,,1,0.98165174,0.3%,-0.5%,Marina del Rey,19.0,-13.6%,-24.0%,69.0,-6.8%,6.2%,63.0,-5.0,-14.0,697.712087705,0.003080162,0.113548198,944000.0,-0.060696517,0.020540541,573.8410596030001,-0.002015549,-0.1374995,$850K,-15.0%,3.0%,3.6,0.2,1.0,40.0,5.3%,17.6%,2/1/2017,30,2/28/2017,,,,All Residential,"Marina del Rey, CA",place,0.263157895,0.17224880399999998,-0.056842105,California,CA,24172.0,Marina del Rey
79196,3350952,Value,,1,1.005511158,1.0%,-0.7%,Martinez,34.0,0.0%,-8.1%,30.0,-31.8%,-48.3%,18.0,-17.0,-3.0,376.449247625,0.036366287,0.184182432,582500.0,0.006044905,0.166282911,335.227400436,-0.11023366,-0.02846133,$610K,3.8%,3.1%,0.9,-0.4,-0.7,42.0,20.0%,-27.6%,2/1/2017,30,2/28/2017,0.033333333,0.010606061000000002,,All Residential,"Martinez, CA",place,0.558823529,0.117647059,-0.008744038,California,CA,11767.0,Martinez
79197,3350953,Value,,1,0.987367765,-0.4%,-0.1%,Menifee,134.0,0.0%,-8.8%,362.0,-0.8%,5.8%,58.0,2.0,10.0,166.79525862100002,-0.007069251,0.068178803,344900.0,0.045468324,0.094920635,162.07983416,0.031972974,0.100302218,$327K,1.2%,8.7%,2.7,0.0,0.4,193.0,9.0%,-7.7%,2/1/2017,30,2/28/2017,0.005524861999999999,,-0.006171045,All Residential,"Menifee, CA",place,0.358208955,0.097014925,0.079297391,California,CA,33742.0,Menifee
79198,3350954,Value,,1,1.013648308,0.2%,-5.2%,Menlo Park,32.0,52.4%,28.0%,50.0,19.0%,-5.7%,25.0,-27.0,12.0,1062.007978723,-0.026492686,0.100829826,2407500.0,0.301351351,0.268440464,1081.168831169,0.018874924,0.056218781,"$1,660K",-3.2%,-16.8%,1.6,-0.4,-0.5,38.0,2.7%,-20.8%,2/1/2017,30,2/28/2017,0.02,,,All Residential,"Menlo Park, CA",place,0.5,0.071428571,-0.1,California,CA,11961.0,Menlo Park
79199,3350955,Value,,1,0.981151869,0.9%,1.0%,Merced,57.0,-6.6%,5.6%,155.0,-8.3%,-31.1%,14.0,-19.0,-43.0,148.063781321,-0.022197813,0.17391027,200000.0,-0.13082024,-0.1005172,135.510771369,-0.009539453,0.121259265,$205K,-8.9%,3.9%,2.7,-0.1,-1.5,61.0,-29.9%,-32.2%,2/1/2017,30,2/28/2017,0.019354839,,-0.002867384,All Residential,"Merced, CA",place,0.245614035,-0.016681047,0.023391813,California,CA,11970.0,Merced
79200,3350956,Value,,1,1.013933455,2.3%,-1.9%,Mill Valley,21.0,16.7%,50.0%,56.0,-5.1%,-29.1%,89.0,9.0,29.0,698.728813559,-0.012171086,-0.034306914,1495000.0,0.251046025,0.154440154,741.822429907,0.183769052,-0.003303326,"$1,375K",20.6%,22.3%,2.7,-0.6,-2.9,19.0,-17.4%,-55.8%,2/1/2017,30,2/28/2017,0.017857143,0.00090799,-0.020117541,All Residential,"Mill Valley, CA",place,0.476190476,0.198412698,-0.095238095,California,CA,12192.0,Mill Valley
79201,3350957,Value,,1,1.0161245840000002,-1.1%,-0.4%,Milpitas,19.0,-9.5%,-47.2%,46.0,84.0%,0.0%,17.0,-3.0,2.0,547.085262564,-0.004304822,0.109960762,849888.0,0.077171103,0.106625,537.634408602,-0.021145864,-0.042496841,$830K,-2.4%,3.9%,2.4,1.2,1.1,41.0,51.9%,-25.5%,2/1/2017,30,2/28/2017,,,,All Residential,"Milpitas, CA",place,0.684210526,0.065162907,0.045321637000000005,California,CA,12204.0,Milpitas
79202,3350958,Value,,1,0.988520828,0.5%,0.5%,Mission Viejo,101.0,6.3%,7.4%,276.0,1.1%,-8.3%,47.0,-29.0,1.0,363.157894737,-0.010707804,0.043176685,686000.0,-0.018597997,0.106469459,352.564102564,-0.00261471,0.01399177,$625K,-2.3%,10.7%,2.7,-0.2,-0.5,151.0,-1.3%,-9.6%,2/1/2017,30,2/28/2017,0.003623188,,-0.00302133,All Residential,"Mission Viejo, CA",place,0.257425743,0.036373111,0.108489572,California,CA,12331.0,Mission Viejo
79203,3350959,Value,,1,1.013489165,2.2%,2.4%,Monrovia,28.0,-20.0%,-9.7%,80.0,-2.4%,-18.4%,47.0,2.0,-3.0,434.05797101400003,0.007443191999999999,0.041686921,716800.0,0.102938914,0.144134078,364.31496649300004,-0.047357628,-0.13418271,$618K,-0.1%,-2.8%,2.9,0.6,-0.3,43.0,0.0%,-14.0%,2/1/2017,30,2/28/2017,0.0125,,,All Residential,"Monrovia, CA",place,0.5,0.157142857,0.177419355,California,CA,12449.0,Monrovia
79204,3350960,Value,,1,0.986825739,-1.0%,-0.4%,Montclair,16.0,33.3%,14.3%,53.0,-3.6%,20.5%,82.0,15.0,-13.0,263.28958917299997,-0.06062035900000001,-0.11172135,378137.5,-0.030230172000000007,0.050673798,251.27391826299998,-0.088851574,0.019786911,$393K,1.2%,10.6%,3.3,-1.3,0.2,28.0,-17.6%,33.3%,2/1/2017,30,2/28/2017,,,,All Residential,"Montclair, CA",place,0.4375,-0.0625,0.008928571,California,CA,12488.0,Montclair
79205,3350961,Value,,1,0.998308338,1.8%,0.0%,Montebello,19.0,-26.9%,-13.6%,63.0,-4.5%,57.5%,86.0,52.0,47.0,323.575949367,-0.11729519,0.016126834,409000.0,-0.20195044,-0.10109889999999999,287.858117326,-0.22186229,0.025587125,$430K,-16.3%,-8.5%,3.3,0.8,1.5,27.0,22.7%,3.8%,2/1/2017,30,2/28/2017,,,,All Residential,"Montebello, CA",place,0.421052632,0.036437247,-0.033492823,California,CA,12502.0,Montebello
79206,3350962,Value,,1,0.948790005,-2.1%,-3.3%,Monterey,18.0,-30.8%,-37.9%,95.0,14.5%,-4.0%,58.0,-25.0,2.0,479.914681834,-0.042052655,0.036163448,995000.0,0.328437917,0.132290185,441.931337669,-0.095427132,0.052217471,$695K,-13.1%,10.3%,5.3,2.1,1.9,30.0,30.4%,-28.6%,2/1/2017,30,2/28/2017,0.021052632,-0.039188332,0.010951622,All Residential,"Monterey, CA",place,0.055555556,-0.098290598,-0.04789272,California,CA,12514.0,Monterey
79207,3350963,Value,,1,0.994784837,0.2%,0.6%,Monterey Park,26.0,18.2%,13.0%,72.0,-1.4%,5.9%,37.0,17.0,-7.0,389.51695786199997,-0.066502463,0.000599946,548000.0,-0.16590563,-0.15692178,386.509277367,0.088371075,0.052904583,$653K,26.6%,12.9%,2.8,-0.5,-0.2,35.0,-5.4%,6.1%,2/1/2017,30,2/28/2017,,,,All Residential,"Monterey Park, CA",place,0.384615385,-0.11538462,0.036789298,California,CA,12524.0,Monterey Park
79208,3350964,Value,,1,0.980663265,-0.2%,-1.0%,Moorpark,20.0,-54.5%,-31.0%,55.0,-12.7%,-27.6%,50.0,6.0,1.0,300.392222395,-0.00922745,0.02108554,709399.5,0.079755708,0.178894059,305.835490269,0.095400162,0.046473244,$548K,-9.7%,-13.8%,2.8,1.4,0.2,46.0,53.3%,4.5%,2/1/2017,30,2/28/2017,0.054545455,0.038672439,,All Residential,"Moorpark, CA",place,0.15,0.036363636,-0.19482759,California,CA,12587.0,Moorpark
79209,3350965,Value,,1,0.991990133,0.0%,-0.1%,Moreno Valley,147.0,-1.3%,4.3%,384.0,-11.1%,8.8%,56.0,4.0,14.0,170.829769626,0.019328682,-0.015835055,297750.0,0.009322034,0.083121135,157.657657658,-0.082136824,-0.031122031,$296K,5.7%,9.6%,2.6,-0.3,0.1,192.0,-3.0%,-2.0%,2/1/2017,30,2/28/2017,0.018229167,0.008969907,0.012563443999999998,All Residential,"Moreno Valley, CA",place,0.360544218,-0.015294708,-0.008250109,California,CA,12621.0,Moreno Valley
79210,3350966,Value,,1,0.986100488,-0.5%,-2.2%,Morgan Hill,24.0,-22.6%,20.0%,73.0,21.7%,2.8%,39.0,-36.0,25.0,430.021367521,0.058514135,0.06605079900000001,849999.0,0.030301818,0.025399786,427.151695248,0.06218651400000001,0.110128682,$794K,-2.2%,2.7%,3.0,1.1,-0.6,45.0,21.6%,-6.3%,2/1/2017,30,2/28/2017,,,,All Residential,"Morgan Hill, CA",place,0.375,0.084677419,-0.175,California,CA,12625.0,Morgan Hill
79211,3350967,Value,,1,1.083356867,5.6%,-3.8%,Mountain View,30.0,15.4%,-18.9%,42.0,50.0%,-8.7%,10.0,-15.0,0.0,839.792635659,-0.02372896,0.051650572,1299000.0,-0.12524663,0.008540373,879.4785436389999,-0.050800096,-0.058158432,"$1,560K",7.4%,14.7%,1.4,0.3,0.2,43.0,34.4%,-27.1%,2/1/2017,30,2/28/2017,0.023809524,,-0.041407867,All Residential,"Mountain View, CA",place,0.7666666670000001,0.151282051,-0.12522523,California,CA,12739.0,Mountain View
79212,3350968,Value,,1,0.988631436,0.0%,0.4%,Murrieta,145.0,4.3%,5.8%,409.0,-1.2%,-8.9%,50.0,-10.0,8.0,180.65882352900002,0.026470588,0.057721928,399900.0,0.012405063,0.052645433,169.836956522,0.017538447,-0.015944693,$380K,-2.3%,8.6%,2.8,-0.2,-0.5,189.0,4.4%,-23.2%,2/1/2017,30,2/28/2017,0.004889976,-0.00477186,-0.015154568,All Residential,"Murrieta, CA",place,0.303448276,0.008484247,0.047973823,California,CA,12866.0,Murrieta
79213,3350969,Value,,1,0.990884537,0.4%,0.5%,Napa,37.0,-27.5%,-33.9%,258.0,-5.8%,5.3%,74.0,1.0,9.0,397.23661485300005,-0.019210537,0.033182444,689900.0,0.079655712,0.199826087,343.83954154699995,-0.10669806,-0.048853961,$548K,-15.6%,-12.7%,7.0,1.6,2.6,53.0,-34.6%,-50.5%,2/1/2017,30,2/28/2017,,,,All Residential,"Napa, CA",place,0.162162162,-0.13195548,-0.15926641,California,CA,12914.0,Napa
79214,3350970,Value,,1,0.989950473,1.4%,1.1%,National City,27.0,35.0%,35.0%,35.0,-18.6%,-42.6%,22.0,-28.0,-5.0,262.162162162,-0.16256512,-0.088694955,410000.0,-0.062750029,0.123595506,274.498229044,0.0004825780000000001,0.19952521,$420K,6.3%,18.8%,1.3,-0.9,-1.8,30.0,15.4%,-3.2%,2/1/2017,30,2/28/2017,,,,All Residential,"National City, CA",place,0.259259259,0.109259259,0.009259259,California,CA,12963.0,National City
79215,3350971,Value,,1,1.030758866,1.8%,-0.4%,Newark,24.0,0.0%,50.0%,22.0,-4.3%,-15.4%,12.0,-7.0,1.0,501.70998632,0.136086909,0.093797166,674500.0,-0.02739726,-0.008015295,466.445082385,0.028200878,0.09001346,$721K,5.2%,-8.5%,0.9,-0.1,-0.7,28.0,-6.7%,-31.7%,2/1/2017,30,2/28/2017,,,,All Residential,"Newark, CA",place,0.583333333,-0.125,-0.10416667,California,CA,13111.0,Newark
79216,3350972,Value,,1,0.969849696,0.5%,0.6%,Newport Beach,93.0,-7.9%,1.1%,572.0,8.3%,4.8%,98.0,-1.0,12.0,863.6500938989999,0.00823328,0.082268288,1998500.0,-0.000500125,0.00025025,817.697228145,0.045920186,0.156615014,"$1,935K",8.7%,10.6%,6.2,1.0,0.3,178.0,11.9%,-4.8%,2/1/2017,30,2/28/2017,0.013986014,-0.00495338,-0.002497503,All Residential,"Newport Beach, CA",place,0.107526882,-0.011284999,-0.012038336,California,CA,13193.0,Newport Beach
79217,3350973,Value,,1,0.975461159,-1.2%,0.0%,Nipomo,21.0,23.5%,50.0%,69.0,-4.2%,15.0%,89.0,47.0,55.0,303.17384460799997,-0.084468636,0.013908448,689400.0,0.209473684,-0.032421053,300.502512563,0.048075215,0.182665668,$570K,18.8%,11.2%,3.3,-0.9,-1.0,24.0,-7.7%,0.0%,2/1/2017,30,2/28/2017,,,,All Residential,"Nipomo, CA",place,0.14285714300000002,-0.092436975,0.0,California,CA,24586.0,Nipomo
79218,3350974,Value,,1,0.979863306,-1.3%,-0.2%,Norco,26.0,30.0%,-7.1%,67.0,-9.5%,-33.7%,89.0,30.0,2.0,266.599094567,0.055663577,0.150136361,525000.0,0.062215478,0.050210042,250.469629262,0.076135631,0.137006345,$504K,3.8%,7.7%,2.6,-1.1,-1.0,37.0,85.0%,8.8%,2/1/2017,30,2/28/2017,,,,All Residential,"Norco, CA",place,0.307692308,0.057692308,0.129120879,California,CA,13285.0,Norco
79219,3350975,Value,,1,0.998995367,0.4%,1.8%,North Highlands,43.0,-24.6%,-12.2%,60.0,7.1%,-18.9%,13.0,-11.0,-4.0,183.972392638,0.020767973,0.080153508,219000.0,-0.004092769,0.070938685,168.718381113,-0.076715583,0.267753069,$205K,2.5%,17.1%,1.4,0.4,-0.1,59.0,-1.7%,1.7%,2/1/2017,30,2/28/2017,0.016666667,,,All Residential,"North Highlands, CA",place,0.511627907,0.002855977,0.185097295,California,CA,24623.0,North Highlands
79220,3350976,Value,,1,1.005710495,4.1%,3.6%,North Tustin,14.0,-33.3%,-36.4%,89.0,15.6%,-9.2%,34.0,-87.0,-25.0,397.66666666699996,-0.062860426,0.091430559,1193000.0,0.137273594,0.286947141,400.219082639,0.140624386,0.109983065,"$1,150K",1.1%,36.7%,6.4,2.7,1.9,35.0,12.9%,-38.6%,2/1/2017,30,2/28/2017,,,,All Residential,"North Tustin, CA",place,0.35714285700000004,0.261904762,0.22077922100000005,California,CA,31267.0,North Tustin
79221,3350977,Value,,1,0.9882923000000001,-0.6%,0.3%,Norwalk,33.0,-17.5%,-45.0%,119.0,2.6%,-4.8%,46.0,-7.0,2.0,354.95722636,9.846259017e-05,0.108343544,439250.0,0.000569476,0.126282051,323.98753894099997,0.027121506,0.045282492,$425K,-0.6%,10.7%,3.6,0.7,1.5,72.0,14.3%,1.4%,2/1/2017,30,2/28/2017,0.025210084,,0.009210084,All Residential,"Norwalk, CA",place,0.333333333,-0.091666667,-0.016666667,California,CA,13533.0,Norwalk
79222,3350978,Value,,1,1.003847641,1.0%,-0.8%,Novato,38.0,-2.6%,-5.0%,87.0,14.5%,-17.9%,52.0,-9.0,-16.0,422.85983066800003,-0.1318532,0.049803031,745000.0,-0.055766793,0.155934833,454.40550731699994,0.139509195,0.13239515,$763K,5.0%,-9.5%,2.3,0.4,-0.4,51.0,41.7%,-27.1%,2/1/2017,30,2/28/2017,,,,All Residential,"Novato, CA",place,0.421052632,0.087719298,-0.15394737,California,CA,13547.0,Novato
79223,3350979,Value,,1,1.086763677,2.3%,-0.8%,Oakland,174.0,-19.1%,-14.7%,347.0,4.8%,-12.6%,17.0,-9.0,-1.0,442.856946377,0.011553025,0.11875944,649000.0,0.08720416,0.236190476,475.14619883,0.094156108,0.270450432,$650K,8.3%,19.3%,2.0,0.5,0.1,311.0,19.6%,-12.4%,2/1/2017,30,2/28/2017,0.023054755,0.017012459,-0.004653054,All Residential,"Oakland, CA",place,0.689655172,0.047794707,-0.030933063,California,CA,13654.0,Oakland
79224,3350980,Value,,1,1.0090826940000002,0.6%,1.2%,Oakley,35.0,-2.8%,6.1%,35.0,-12.5%,-22.2%,16.0,5.0,-16.0,221.67405765,-0.020085546,0.08519335900000001,440000.0,0.025641026,0.116751269,235.72986234200002,0.067629526,0.116996886,$436K,6.1%,14.4%,1.0,-0.1,-0.4,49.0,40.0%,11.4%,2/1/2017,30,2/28/2017,,,,All Residential,"Oakley, CA",place,0.628571429,0.156349206,0.083116883,California,CA,13671.0,Oakley
79225,3350981,Value,,1,0.984888517,0.1%,0.7%,Oceanside,150.0,13.6%,-0.7%,252.0,-6.0%,-25.4%,17.0,-6.0,-15.0,304.381646452,0.005135837,0.081450085,492000.0,-0.013039117,0.071895425,309.785240379,0.07507008400000001,0.167857046,$444K,-7.4%,-0.2%,1.7,-0.3,-0.5,218.0,0.5%,-21.3%,2/1/2017,30,2/28/2017,0.011904762,-0.003020611,-0.002888138,All Residential,"Oceanside, CA",place,0.24,-0.025151515,0.021456954,California,CA,13753.0,Oceanside
79226,3350982,Value,,1,0.993904979,0.5%,-0.8%,Oildale,30.0,0.0%,20.0%,103.0,-12.0%,-11.2%,32.0,10.0,-15.0,112.80623755799999,-0.02943929,0.06109109400000001,164900.0,0.017901235,0.268461538,105.41262377299999,0.053321074,0.096291287,$153K,3.4%,31.7%,3.4,-0.5,-1.2,47.0,-24.2%,-11.3%,2/1/2017,30,2/28/2017,0.116504854,0.08231682,0.107884165,All Residential,"Oildale, CA",place,0.033333333,-0.1,-0.28666667,California,CA,24721.0,Oildale
79227,3350983,Value,,1,0.985452197,-0.2%,-0.7%,Ontario,94.0,5.6%,8.0%,237.0,-6.7%,-8.1%,74.0,20.0,40.0,263.305980051,0.045944453,0.091267747,377000.0,-0.007633588,0.077298296,248.064138652,-0.007145701,0.067617812,$356K,3.2%,6.3%,2.5,-0.4,-0.5,110.0,8.9%,-21.4%,2/1/2017,30,2/28/2017,,,,All Residential,"Ontario, CA",place,0.361702128,-0.042792254,-0.017608217,California,CA,13934.0,Ontario
79228,3350984,Value,,1,0.986379143,0.4%,0.9%,Orange,98.0,14.0%,28.9%,273.0,-8.4%,5.4%,66.0,-3.0,6.0,371.524448706,-0.029901442,0.091502357,670000.0,0.015305349,0.030927835,352.80924393699996,-0.004294763,0.034966589,$619K,-2.6%,1.9%,2.8,-0.7,-0.6,129.0,8.4%,0.8%,2/1/2017,30,2/28/2017,0.007326007,0.000614598,,All Residential,"Orange, CA",place,0.234693878,0.07190318,0.10311493,California,CA,13969.0,Orange
79229,3350985,Value,,1,1.0098643859999998,1.7%,1.9%,Orangevale,25.0,-13.8%,-30.6%,49.0,0.0%,-25.8%,16.0,2.0,-1.0,226.86945500599998,-0.025582297,0.071372867,358000.0,-0.002785515,0.085095097,241.554054054,0.09484375,0.26828029,$335K,2.9%,-0.7%,2.0,0.3,0.2,43.0,10.3%,-17.3%,2/1/2017,30,2/28/2017,0.040816327,,0.010513296,All Residential,"Orangevale, CA",place,0.44,0.026206897000000003,0.078888889,California,CA,24782.0,Orangevale
79230,3350986,Value,,1,0.987619494,0.8%,0.9%,Orcutt,19.0,-34.5%,-20.8%,72.0,28.6%,14.3%,41.0,1.0,-17.0,244.821610614,-0.010920693,0.036970438,404900.0,-0.077676538,0.014786967,237.562189055,-0.029465034,0.091433152,$340K,-4.2%,-22.2%,3.8,1.9,1.2,44.0,63.0%,18.9%,2/1/2017,30,2/28/2017,0.013888889,-0.003968254,-0.001984127,All Residential,"Orcutt, CA",place,0.421052632,0.283121597,0.296052632,California,CA,24784.0,Orcutt
79231,3350987,Value,,1,0.969250816,-1.2%,0.3%,Oroville,23.0,-32.4%,-41.0%,96.0,1.1%,-6.8%,72.0,1.0,40.0,142.059312945,0.155901418,-0.009342992,229500.0,0.214285714,-0.023404255,147.928994083,0.07135103,0.431714787,$220K,-1.1%,33.3%,4.2,1.4,1.6,28.0,-3.4%,-40.4%,2/1/2017,30,2/28/2017,0.03125,0.010197368,0.011832524,All Residential,"Oroville, CA",place,0.130434783,-0.16368286,-0.20289855,California,CA,14078.0,Oroville
79232,3350988,Value,,1,0.990959859,0.3%,1.0%,Oxnard,93.0,-1.1%,12.0%,249.0,-1.6%,-2.7%,45.0,17.0,9.0,300.679087889,0.021830595,0.094780269,467444.0,-0.004379127,0.089613054,286.352040816,-0.0068398930000000005,0.142849428,$455K,0.7%,8.6%,2.7,0.0,-0.4,132.0,10.9%,-13.2%,2/1/2017,30,2/28/2017,0.004016064000000001,-0.015746782,-0.0077026859999999985,All Residential,"Oxnard, CA",place,0.311827957,0.024593914,0.034719522999999995,California,CA,14141.0,Oxnard
79233,3350989,Value,,1,1.018555876,-3.8%,-5.3%,Pacifica,17.0,-10.5%,-19.0%,37.0,23.3%,19.4%,29.0,3.0,10.0,616.43630137,0.090218145,0.108418737,839888.0,0.026130727000000003,0.06449683099999999,608.308605341,-0.03069514,0.079747775,$738K,-15.7%,-2.9%,2.2,0.6,0.7,29.0,-3.3%,20.8%,2/1/2017,30,2/28/2017,0.054054054,,0.02179599,All Residential,"Pacifica, CA",place,0.529411765,-0.36532508,-0.37535014,California,CA,14181.0,Pacifica
